Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue,data_figure,treatment
SRR10248759,Not applicable,RNA-Seq,147,4483877478,ATCC,PRJNA565979,SAMN12996266,Human,1641054337,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6966791,NextSeq 550,Not applicable,edfig8_prnp_pe2_rep3,PAIRED,Inverse rRNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,edfig8_prnp_pe2_rep3,Not applicable,SRP222069,Not applicable,,prnp_pe2_rep3
SRR10248760,Not applicable,RNA-Seq,147,4217453459,ATCC,PRJNA565979,SAMN12996265,Human,1543404624,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6966790,NextSeq 550,Not applicable,edfig8_prnp_pe2_rep2,PAIRED,Inverse rRNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,edfig8_prnp_pe2_rep2,Not applicable,SRP222069,Not applicable,,prnp_pe2_rep2
SRR10248761,Not applicable,RNA-Seq,148,3908524541,ATCC,PRJNA565979,SAMN12996264,Human,1423092014,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6966789,NextSeq 550,Not applicable,edfig8_prnp_pe2_rep1,PAIRED,Inverse rRNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,edfig8_prnp_pe2_rep1,Not applicable,SRP222069,Not applicable,,prnp_pe2_rep1
SRR10248762,Not applicable,RNA-Seq,150,2902177697,ATCC,PRJNA565979,SAMN12996255,Human,1039124977,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6966788,NextSeq 550,Not applicable,edfig8_prnp_drt_rep2,PAIRED,Inverse rRNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,edfig8_prnp_drt_rep2,Not applicable,SRP222069,Not applicable,,prnp_drt_rep2
SRR10248763,Not applicable,RNA-Seq,149,3716576283,ATCC,PRJNA565979,SAMN12996254,Human,1352571785,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6966787,NextSeq 550,Not applicable,edfig8_prnp_drt_rep1,PAIRED,Inverse rRNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,edfig8_prnp_drt_rep1,Not applicable,SRP222069,Not applicable,,prnp_drt_rep1
SRR10286498,not applicable,AMPLICON,277,17046389,ATCC,PRJNA565979,SAMN13034844,Human,7846287,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999729,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_3AT_PE3_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_3AT_PE3_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_3AT_PE3_rep3_L001_R1_001.fastq.gz,
SRR10286499,not applicable,AMPLICON,275,15101641,ATCC,PRJNA565979,SAMN13034843,Human,6997706,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999728,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_3AT_PE3_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_3AT_PE3_rep2_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_3AT_PE3_rep2_L001_R1_001.fastq.gz,
SRR10286501,not applicable,AMPLICON,277,15689850,ATCC,PRJNA565979,SAMN13034841,Human,7672970,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999726,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_3AT_HDR_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_3AT_HDR_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_3AT_HDR_rep3_L001_R1_001.fastq.gz,
SRR10286503,not applicable,AMPLICON,278,16028093,ATCC,PRJNA565979,SAMN13034839,Human,7824023,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999724,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_3AT_HDR_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_3AT_HDR_rep1_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_3AT_HDR_rep1_L001_R1_001.fastq.gz,
SRR10286505,not applicable,AMPLICON,279,17570705,ATCC,PRJNA565979,SAMN13034838,Human,8037926,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999722,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_3AT_5GT_6GT_PE3_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_3AT_5GT_6GT_PE3_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_3AT_5GT_6GT_PE3_rep3_L001_R1_001.fastq.gz,
SRR10286507,not applicable,AMPLICON,278,14976591,ATCC,PRJNA565979,SAMN13034836,Human,6947525,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999720,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_3AT_5GT_6GT_PE3_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_3AT_5GT_6GT_PE3_rep1_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_3AT_5GT_6GT_PE3_rep1_L001_R1_001.fastq.gz,
SRR10286508,not applicable,AMPLICON,277,17617631,ATCC,PRJNA565979,SAMN13034835,Human,8545703,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999719,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_3AT_5GT_6GT_HDR_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_3AT_5GT_6GT_HDR_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_3AT_5GT_6GT_HDR_rep3_L001_R1_001.fastq.gz,
SRR10286510,not applicable,AMPLICON,278,16064799,ATCC,PRJNA565979,SAMN13034833,Human,7801425,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999717,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_3AT_5GT_6GT_HDR_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_3AT_5GT_6GT_HDR_rep1_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_3AT_5GT_6GT_HDR_rep1_L001_R1_001.fastq.gz,
SRR10286511,not applicable,AMPLICON,248,28622108,ATCC,PRJNA565979,SAMN13034832,Human,14372007,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999716,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_3AC_PE3_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_3AC_PE3_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_3AC_PE3_rep3_L001_R1_001.fastq.gz,
SRR10286513,not applicable,AMPLICON,248,28964144,ATCC,PRJNA565979,SAMN13034830,Human,14488282,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999714,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_3AC_PE3_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_3AC_PE3_rep1_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_3AC_PE3_rep1_L001_R1_001.fastq.gz,
SRR10286515,not applicable,AMPLICON,279,9994722,ATCC,PRJNA565979,SAMN13034784,Human,5355822,K562,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999712,Illumina MiSeq,not applicable,FigED10_a_K562_EMX1_1GC_PE3_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_a_K562_EMX1_1GC_PE3_rep3_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_a_K562_EMX1_1GC_PE3_rep3_L001_R1_001.fastq.gz,
SRR10286516,not applicable,AMPLICON,249,29076476,ATCC,PRJNA565979,SAMN13034828,Human,15218465,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999711,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_3AC_HDR_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_3AC_HDR_rep2_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_3AC_HDR_rep2_L001_R1_001.fastq.gz,
SRR10286518,not applicable,AMPLICON,248,21944112,ATCC,PRJNA565979,SAMN13034826,Human,10963600,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999709,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_1TG_PE3_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_1TG_PE3_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_1TG_PE3_rep3_L001_R1_001.fastq.gz,
SRR10286521,not applicable,AMPLICON,249,21279599,ATCC,PRJNA565979,SAMN13034823,Human,11129235,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999706,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_1TG_HDR_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_1TG_HDR_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_1TG_HDR_rep3_L001_R1_001.fastq.gz,
SRR10286523,not applicable,AMPLICON,249,27071930,ATCC,PRJNA565979,SAMN13034821,Human,14201478,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999704,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_1TG_HDR_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_1TG_HDR_rep1_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_1TG_HDR_rep1_L001_R1_001.fastq.gz,
SRR10286524,not applicable,AMPLICON,277,17354821,ATCC,PRJNA565979,SAMN13034820,Human,8332043,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999703,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_1CTTins_PE3_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_1CTTins_PE3_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_1CTTins_PE3_rep3_L001_R1_001.fastq.gz,
SRR10286526,not applicable,AMPLICON,279,22693019,ATCC,PRJNA565979,SAMN13034783,Human,14097654,K562,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999701,Illumina MiSeq,not applicable,FigED10_a_K562_EMX1_1GC_PE3_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_a_K562_EMX1_1GC_PE3_rep2_L001_R1_001.fastq.gz,not applicable,SRP222069,not applicable,FigED10_a_K562_EMX1_1GC_PE3_rep2_L001_R1_001.fastq.gz,
SRR10286528,not applicable,AMPLICON,278,16900114,ATCC,PRJNA565979,SAMN13034817,Human,8220903,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999699,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_1CTTins_HDR_rep3_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_1CTTins_HDR_rep3_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_1CTTins_HDR_rep3_L001_R1_001.fastq.gz,
SRR10286530,not applicable,AMPLICON,278,13948000,ATCC,PRJNA565979,SAMN13034815,Human,6840963,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999697,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HEK3_1CTTins_HDR_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HEK3_1CTTins_HDR_rep1_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HEK3_1CTTins_HDR_rep1_L001_R1_001.fastq.gz,
SRR10286532,not applicable,AMPLICON,279,20659773,ATCC,PRJNA565979,SAMN13034813,Human,9868167,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999695,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HBB_NT_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HBB_NT_rep2_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HBB_NT_rep2_L001_R1_001.fastq.gz,
SRR10286533,not applicable,AMPLICON,279,21112106,ATCC,PRJNA565979,SAMN13034812,Human,10110700,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6999694,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HBB_NT_rep1_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HBB_NT_rep1_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HBB_NT_rep1_L001_R1_001.fastq.gz,
SRR10286535,not applicable,AMPLICON,247,21491211,ATCC,PRJNA565979,SAMN13034810,Human,12010441,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6999692,Illumina MiSeq,not applicable,FigED10_b_HEK293T_HBB_4AT_PE3_rep2_L001_R1_001.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,FigED10_b_HEK293T_HBB_4AT_PE3_rep2_L001_R1_001.fastq.gz,female,SRP222069,not applicable,FigED10_b_HEK293T_HBB_4AT_PE3_rep2_L001_R1_001.fastq.gz,
SRR10283803,not applicable,AMPLICON,216,4340684,ATCC,PRJNA565979,SAMN13032927,Human,2200849,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6996820,Illumina MiSeq,not applicable,HEK293T_HEXA_TATC+_homozygote_Line2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,HEK293T_HEXA_TATC+_homozygote_Line2.fastq.gz,female,SRP222069,not applicable,HEK293T_HEXA_TATC+_homozygote_Line2.fastq.gz,
SRR10283804,not applicable,AMPLICON,216,6631730,ATCC,PRJNA565979,SAMN13032926,Human,3320986,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6996819,Illumina MiSeq,not applicable,HEK293T_HEXA_TATC+_homozygote_Line1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,HEK293T_HEXA_TATC+_homozygote_Line1.fastq.gz,female,SRP222069,not applicable,HEK293T_HEXA_TATC+_homozygote_Line1.fastq.gz,
SRR10283805,not applicable,AMPLICON,279,27568870,ATCC,PRJNA565979,SAMN13032925,Human,14176852,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6996818,Illumina MiSeq,not applicable,HEK293T_HBB_E6V_homozygote_Line6.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,HEK293T_HBB_E6V_homozygote_Line6.fastq.gz,female,SRP222069,not applicable,HEK293T_HBB_E6V_homozygote_Line6.fastq.gz,
SRR10283806,not applicable,AMPLICON,279,15669630,ATCC,PRJNA565979,SAMN13032924,Human,8085489,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6996817,Illumina MiSeq,not applicable,HEK293T_HBB_E6V_homozygote_Line5.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,HEK293T_HBB_E6V_homozygote_Line5.fastq.gz,female,SRP222069,not applicable,HEK293T_HBB_E6V_homozygote_Line5.fastq.gz,
SRR10283807,not applicable,AMPLICON,279,20288001,ATCC,PRJNA565979,SAMN13032923,Human,10509018,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6996816,Illumina MiSeq,not applicable,HEK293T_HBB_E6V_homozygote_Line4.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,HEK293T_HBB_E6V_homozygote_Line4.fastq.gz,female,SRP222069,not applicable,HEK293T_HBB_E6V_homozygote_Line4.fastq.gz,
SRR10283808,not applicable,AMPLICON,279,22359808,ATCC,PRJNA565979,SAMN13032922,Human,11492349,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6996815,Illumina MiSeq,not applicable,HEK293T_HBB_E6V_homozygote_Line3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,HEK293T_HBB_E6V_homozygote_Line3.fastq.gz,female,SRP222069,not applicable,HEK293T_HBB_E6V_homozygote_Line3.fastq.gz,
SRR10283809,not applicable,AMPLICON,279,18389091,ATCC,PRJNA565979,SAMN13032921,Human,9535548,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6996814,Illumina MiSeq,not applicable,HEK293T_HBB_E6V_homozygote_Line2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,HEK293T_HBB_E6V_homozygote_Line2.fastq.gz,female,SRP222069,not applicable,HEK293T_HBB_E6V_homozygote_Line2.fastq.gz,
SRR10283810,not applicable,AMPLICON,279,25171188,ATCC,PRJNA565979,SAMN13032920,Human,12934024,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6996813,Illumina MiSeq,not applicable,HEK293T_HBB_E6V_homozygote_Line1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,HEK293T_HBB_E6V_homozygote_Line1.fastq.gz,female,SRP222069,not applicable,HEK293T_HBB_E6V_homozygote_Line1.fastq.gz,
SRR10284125,not applicable,AMPLICON,189,22152483,ATCC,PRJNA565979,SAMN13033889,Human,9829710,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997136,Illumina MiSeq,not applicable,EDFig6_d_FANCF_ABEmax_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_d_FANCF_ABEmax_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_d_FANCF_ABEmax_rep1.fastq.gz,
SRR10284126,not applicable,AMPLICON,188,13075235,ATCC,PRJNA565979,SAMN13033888,Human,5844983,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997135,Illumina MiSeq,not applicable,EDFig6_d_FANCF_ABEdmax_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_d_FANCF_ABEdmax_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_d_FANCF_ABEdmax_rep3.fastq.gz,
SRR10284127,not applicable,AMPLICON,189,17771072,ATCC,PRJNA565979,SAMN13033887,Human,7885923,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6997752,Illumina MiSeq,not applicable,EDFig6_d_FANCF_ABEdmax_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_d_FANCF_ABEdmax_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_d_FANCF_ABEdmax_rep2.fastq.gz,
SRR10284128,not applicable,AMPLICON,175,13998724,ATCC,PRJNA565979,SAMN13034170,Human,7620928,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997446,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target2-sgRNA_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target2-sgRNA_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target2-sgRNA_rep3.fastq.gz,
SRR10284129,not applicable,AMPLICON,188,24774262,ATCC,PRJNA565979,SAMN13033828,Human,11002940,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997445,Illumina MiSeq,not applicable,EDFig6_a_FANCF_PE2_C8_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_a_FANCF_PE2_C8_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_a_FANCF_PE2_C8_rep3.fastq.gz,
SRR10284130,not applicable,AMPLICON,175,13634032,ATCC,PRJNA565979,SAMN13034169,Human,7386219,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997444,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target2-sgRNA_rep2.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target2-sgRNA_rep2.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target2-sgRNA_rep2.fastq.gz,
SRR10284131,not applicable,AMPLICON,175,13754473,ATCC,PRJNA565979,SAMN13034168,Human,7506393,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997443,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target2-sgRNA_rep1.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target2-sgRNA_rep1.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target2-sgRNA_rep1.fastq.gz,
SRR10284132,not applicable,AMPLICON,177,14053119,ATCC,PRJNA565979,SAMN13034167,Human,7564306,HEK293T,BROAD INSTITUTE OF MIT AND HARVARD,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX6997442,Illumina MiSeq,not applicable,EDFig6_g_HEK4_off-target2-pegRNA4_rep3.fastq.gz,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-10-23T00:00:00Z,EDFig6_g_HEK4_off-target2-pegRNA4_rep3.fastq.gz,female,SRP222069,not applicable,EDFig6_g_HEK4_off-target2-pegRNA4_rep3.fastq.gz,
