Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue,treatment,BREED,Cell_type,Cultivar,dev_stage,Ecotype,strain
SRR17169904,not applicable,AMPLICON,277,19631999,ATCC,PRJNA770428,SAMN23791767,Human,8779308,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353737,Illumina MiSeq,not applicable,210,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A223c_B326c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A223c_B326c_r1.fastq.gz,,,,,,
SRR17169905,not applicable,AMPLICON,274,17953268,ATCC,PRJNA770428,SAMN23791766,Human,8195152,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353736,Illumina MiSeq,not applicable,209,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A223c_B326b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A223c_B326b_r1.fastq.gz,,,,,,
SRR17169907,not applicable,AMPLICON,284,13273466,ATCC,PRJNA770428,SAMN23791764,Human,5946104,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353734,Illumina MiSeq,not applicable,207,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A223c_B305c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A223c_B305c_r1.fastq.gz,,,,,,
SRR17169908,not applicable,AMPLICON,282,18972555,ATCC,PRJNA770428,SAMN23791763,Human,8661993,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353733,Illumina MiSeq,not applicable,206,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A223c_B305b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A223c_B305b_r1.fastq.gz,,,,,,
SRR17169910,not applicable,AMPLICON,287,16701132,ATCC,PRJNA770428,SAMN23791761,Human,7633352,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353731,Illumina MiSeq,not applicable,204,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A223c_B291c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A223c_B291c_r1.fastq.gz,,,,,,
SRR17169912,not applicable,AMPLICON,287,16564019,ATCC,PRJNA770428,SAMN23791759,Human,7655082,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353729,Illumina MiSeq,not applicable,202,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A223c_B291a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A223c_B291a_r1.fastq.gz,,,,,,
SRR17169914,not applicable,AMPLICON,240,12329385,ATCC,PRJNA770428,SAMN23791578,Human,5963599,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353727,Illumina MiSeq,not applicable,21,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2a_PAH_212_223_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2a_PAH_212_223_r1.fastq.gz,,,,,,
SRR17169916,not applicable,AMPLICON,288,14776513,ATCC,PRJNA770428,SAMN23791757,Human,7003905,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353725,Illumina MiSeq,not applicable,200,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A223c_B272b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A223c_B272b_r1.fastq.gz,,,,,,
SRR17169918,not applicable,AMPLICON,280,16005466,ATCC,PRJNA770428,SAMN23791755,Human,7056667,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353723,Illumina MiSeq,not applicable,198,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A223b_B330c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A223b_B330c_r1.fastq.gz,,,,,,
SRR17169920,not applicable,AMPLICON,284,18883462,ATCC,PRJNA770428,SAMN23791657,Human,8579188,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353721,Illumina MiSeq,not applicable,100,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2b_PAH_722_754_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2b_PAH_722_754_r1.fastq.gz,,,,,,
SRR17169921,not applicable,AMPLICON,282,14725748,ATCC,PRJNA770428,SAMN23791656,Human,6849061,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353720,Illumina MiSeq,not applicable,99,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2b_PAH_721_756_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2b_PAH_721_756_r1.fastq.gz,,,,,,
SRR17169923,not applicable,AMPLICON,284,20654804,ATCC,PRJNA770428,SAMN23791654,Human,9417207,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353718,Illumina MiSeq,not applicable,97,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2b_PAH_721_754_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2b_PAH_721_754_r1.fastq.gz,,,,,,
SRR17169925,not applicable,AMPLICON,284,17665145,ATCC,PRJNA770428,SAMN23791652,Human,8029168,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353716,Illumina MiSeq,not applicable,95,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2b_PAH_716_762_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2b_PAH_716_762_r1.fastq.gz,,,,,,
SRR17169927,not applicable,AMPLICON,284,21899886,ATCC,PRJNA770428,SAMN23791650,Human,9958807,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353714,Illumina MiSeq,not applicable,93,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2b_PAH_715_763_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2b_PAH_715_763_r1.fastq.gz,,,,,,
SRR17169929,not applicable,AMPLICON,284,21383017,ATCC,PRJNA770428,SAMN23791648,Human,9753650,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353712,Illumina MiSeq,not applicable,91,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2b_PAH_715_761_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2b_PAH_715_761_r1.fastq.gz,,,,,,
SRR17169932,not applicable,AMPLICON,190,18607709,ATCC,PRJNA770428,SAMN23791849,Human,9273438,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353709,Illumina MiSeq,not applicable,292,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A509c_B584b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A509c_B584b_r1.fastq.gz,,,,,,
SRR17169934,not applicable,AMPLICON,204,15525139,ATCC,PRJNA770428,SAMN23791587,Human,7056482,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353707,Illumina MiSeq,not applicable,30,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2a_PAH_412_433_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2a_PAH_412_433_r1.fastq.gz,,,,,,
SRR17169936,not applicable,AMPLICON,217,20395025,ATCC,PRJNA770428,SAMN23791846,Human,9623779,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353705,Illumina MiSeq,not applicable,289,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A509c_B538b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A509c_B538b_r1.fastq.gz,,,,,,
SRR17169938,not applicable,AMPLICON,188,20239066,ATCC,PRJNA770428,SAMN23791844,Human,9964618,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353703,Illumina MiSeq,not applicable,287,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A509b_B584c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A509b_B584c_r1.fastq.gz,,,,,,
SRR17169939,not applicable,AMPLICON,188,20557471,ATCC,PRJNA770428,SAMN23791843,Human,10217207,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353702,Illumina MiSeq,not applicable,286,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A509b_B584b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A509b_B584b_r1.fastq.gz,,,,,,
SRR17169941,not applicable,AMPLICON,217,18510056,ATCC,PRJNA770428,SAMN23791841,Human,8768207,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353700,Illumina MiSeq,not applicable,284,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A509b_B538c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A509b_B538c_r1.fastq.gz,,,,,,
SRR17169943,not applicable,AMPLICON,216,18657266,ATCC,PRJNA770428,SAMN23791839,Human,8764670,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353698,Illumina MiSeq,not applicable,282,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A509b_B538a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A509b_B538a_r1.fastq.gz,,,,,,
SRR17169945,not applicable,AMPLICON,204,14187276,ATCC,PRJNA770428,SAMN23791586,Human,6338304,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353696,Illumina MiSeq,not applicable,29,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2a_PAH_412_432_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2a_PAH_412_432_r1.fastq.gz,,,,,,
SRR17169946,not applicable,AMPLICON,187,20105698,ATCC,PRJNA770428,SAMN23791837,Human,9968798,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353695,Illumina MiSeq,not applicable,280,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A509a_B584b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A509a_B584b_r1.fastq.gz,,,,,,
SRR17169949,not applicable,AMPLICON,216,20917314,ATCC,PRJNA770428,SAMN23791834,Human,9859787,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353692,Illumina MiSeq,not applicable,277,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A509a_B538b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A509a_B538b_r1.fastq.gz,,,,,,
SRR17169950,not applicable,AMPLICON,216,20985967,ATCC,PRJNA770428,SAMN23791833,Human,9806977,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353691,Illumina MiSeq,not applicable,276,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A509a_B538a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A509a_B538a_r1.fastq.gz,,,,,,
SRR17169952,not applicable,AMPLICON,188,19103555,ATCC,PRJNA770428,SAMN23791831,Human,9458749,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353689,Illumina MiSeq,not applicable,274,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A506c_B584b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A506c_B584b_r1.fastq.gz,,,,,,
SRR17169953,not applicable,AMPLICON,184,22154555,ATCC,PRJNA770428,SAMN23791830,Human,11004037,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353688,Illumina MiSeq,not applicable,273,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A506c_B584a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A506c_B584a_r1.fastq.gz,,,,,,
SRR17169955,not applicable,AMPLICON,187,21511425,ATCC,PRJNA770428,SAMN23791828,Human,10670507,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353686,Illumina MiSeq,not applicable,271,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A506b_B584b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A506b_B584b_r1.fastq.gz,,,,,,
SRR17169956,not applicable,AMPLICON,204,19860087,ATCC,PRJNA770428,SAMN23791585,Human,8816168,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353685,Illumina MiSeq,not applicable,28,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2a_PAH_412_431_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2a_PAH_412_431_r1.fastq.gz,,,,,,
SRR17169958,not applicable,AMPLICON,187,15801318,ATCC,PRJNA770428,SAMN23791826,Human,7883920,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353683,Illumina MiSeq,not applicable,269,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A506a_B584c_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A506a_B584c_r1.fastq.gz,,,,,,
SRR17169960,not applicable,AMPLICON,186,20402911,ATCC,PRJNA770428,SAMN23791824,Human,10079522,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353681,Illumina MiSeq,not applicable,267,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A506a_B584a_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A506a_B584a_r1.fastq.gz,,,,,,
SRR17169962,not applicable,AMPLICON,163,13777022,ATCC,PRJNA770428,SAMN23791822,Human,6978839,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353679,Illumina MiSeq,not applicable,265,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A360c_B414b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A360c_B414b_r1.fastq.gz,,,,,,
SRR17169965,not applicable,AMPLICON,163,14238234,ATCC,PRJNA770428,SAMN23791819,Human,7158440,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353676,Illumina MiSeq,not applicable,262,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig3_CCR5_A360b_B414b_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig3_CCR5_A360b_B414b_r1.fastq.gz,,,,,,
SRR17169967,not applicable,AMPLICON,227,14198363,ATCC,PRJNA770428,SAMN23791720,Human,6927004,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353674,Illumina MiSeq,not applicable,163,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2c_PAH_915_931_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2c_PAH_915_931_r1.fastq.gz,,,,,,
SRR17169970,not applicable,AMPLICON,240,11962921,ATCC,PRJNA770428,SAMN23791574,Human,5668753,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353671,Illumina MiSeq,not applicable,17,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2a_PAH_211_222_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2a_PAH_211_222_r1.fastq.gz,,,,,,
SRR17169972,not applicable,AMPLICON,227,16032341,ATCC,PRJNA770428,SAMN23791716,Human,7868950,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353669,Illumina MiSeq,not applicable,159,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2c_PAH_913_923_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2c_PAH_913_923_r1.fastq.gz,,,,,,
SRR17169974,not applicable,AMPLICON,227,12779266,ATCC,PRJNA770428,SAMN23791714,Human,6235781,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353667,Illumina MiSeq,not applicable,157,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2c_PAH_913_921_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2c_PAH_913_921_r1.fastq.gz,,,,,,
SRR17169975,not applicable,AMPLICON,227,16449723,ATCC,PRJNA770428,SAMN23791713,Human,8072941,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353666,Illumina MiSeq,not applicable,156,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2c_PAH_912_923_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2c_PAH_912_923_r1.fastq.gz,,,,,,
SRR17169977,not applicable,AMPLICON,227,12487663,ATCC,PRJNA770428,SAMN23791711,Human,6110395,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353664,Illumina MiSeq,not applicable,154,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2c_PAH_912_921_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2c_PAH_912_921_r1.fastq.gz,,,,,,
SRR17169979,not applicable,AMPLICON,227,18118763,ATCC,PRJNA770428,SAMN23791709,Human,8838926,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353662,Illumina MiSeq,not applicable,152,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2c_PAH_911_922_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2c_PAH_911_922_r1.fastq.gz,,,,,,
SRR17169981,not applicable,AMPLICON,240,16452033,ATCC,PRJNA770428,SAMN23791573,Human,7779944,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353660,Illumina MiSeq,not applicable,16,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2a_PAH_211_221_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2a_PAH_211_221_r1.fastq.gz,,,,,,
SRR17169983,not applicable,AMPLICON,284,11448168,ATCC,PRJNA770428,SAMN23791706,Human,5205369,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353658,Illumina MiSeq,not applicable,149,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2b_PAH_739_782_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2b_PAH_739_782_r1.fastq.gz,,,,,,
SRR17169985,not applicable,AMPLICON,284,19047057,ATCC,PRJNA770428,SAMN23791704,Human,8760237,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353656,Illumina MiSeq,not applicable,147,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2b_PAH_738_783_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2b_PAH_738_783_r1.fastq.gz,,,,,,
SRR17169987,not applicable,AMPLICON,284,20030630,ATCC,PRJNA770428,SAMN23791702,Human,9108981,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353654,Illumina MiSeq,not applicable,145,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2b_PAH_738_781_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2b_PAH_738_781_r1.fastq.gz,,,,,,
SRR17169989,not applicable,AMPLICON,284,20042781,ATCC,PRJNA770428,SAMN23791700,Human,9081693,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353652,Illumina MiSeq,not applicable,143,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2b_PAH_737_782_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2b_PAH_737_782_r1.fastq.gz,,,,,,
SRR17169991,not applicable,AMPLICON,284,16645560,ATCC,PRJNA770428,SAMN23791698,Human,7569499,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353650,Illumina MiSeq,not applicable,141,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2b_PAH_736_776_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2b_PAH_736_776_r1.fastq.gz,,,,,,
SRR17169993,not applicable,AMPLICON,284,19011648,ATCC,PRJNA770428,SAMN23791697,Human,8597942,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353648,Illumina MiSeq,not applicable,140,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2b_PAH_736_775_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2b_PAH_736_775_r1.fastq.gz,,,,,,
SRR17169994,not applicable,AMPLICON,284,16358453,ATCC,PRJNA770428,SAMN23791696,Human,7394514,HEK293T,BROAD INSTITUTE OF HARVARD AND MIT,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13353647,Illumina MiSeq,not applicable,139,SINGLE,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-12-08T00:00:00Z,ED_Fig2b_PAH_736_774_r1.fastq.gz,not applicable,SRP340874,Kidney,ED_Fig2b_PAH_736_774_r1.fastq.gz,,,,,,
